model,model_version,scenario,region,layer,group,year,value,unit,source_regions,source_variables,source_file_id
IMAGE,3.4,SSP2-M,World,Primary energy,Biomass,2040,64.471902,EJ/yr,World,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Biomass,2050,66.970801,EJ/yr,World,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Biomass,2060,64.585479,EJ/yr,World,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Biomass,2070,70.702241,EJ/yr,World,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Biomass,2080,74.610141,EJ/yr,World,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Biomass,2090,75.597439,EJ/yr,World,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Biomass,2100,76.392292,EJ/yr,World,Primary Energy|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Nuclear,2020,9.635218,EJ/yr,World,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Nuclear,2030,11.122960,EJ/yr,World,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Nuclear,2040,8.987695,EJ/yr,World,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Nuclear,2050,6.768573,EJ/yr,World,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Nuclear,2060,8.098254,EJ/yr,World,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Nuclear,2070,9.904172,EJ/yr,World,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Nuclear,2080,11.837780,EJ/yr,World,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Nuclear,2090,12.930710,EJ/yr,World,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Nuclear,2100,12.916420,EJ/yr,World,Primary Energy|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Non-biomass renewables,2020,24.773921,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Non-biomass renewables,2030,53.788049,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Non-biomass renewables,2040,95.977797,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Non-biomass renewables,2050,159.145002,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Non-biomass renewables,2060,209.094736,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Non-biomass renewables,2070,254.218906,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Non-biomass renewables,2080,309.792575,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Non-biomass renewables,2090,364.705362,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Primary energy,Non-biomass renewables,2100,411.902820,EJ/yr,World,Primary Energy|Non-Biomass Renewables,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Coal,2020,34.086428,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Coal,2030,40.693712,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Coal,2040,43.209701,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Coal,2050,38.269908,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Coal,2060,31.348848,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Coal,2070,23.156871,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Coal,2080,20.643991,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Coal,2090,23.974720,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Coal,2100,28.724735,EJ/yr,World,Secondary Energy|Electricity|Coal,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Gas,2020,22.839445,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Gas,2030,23.878539,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Gas,2040,26.965694,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Gas,2050,29.540187,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Gas,2060,35.981451,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Gas,2070,46.711597,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Gas,2080,54.023633,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Gas,2090,52.155385,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Gas,2100,52.489037,EJ/yr,World,Secondary Energy|Electricity|Gas,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Oil,2020,2.405043,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Oil,2030,3.444758,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Oil,2040,1.222133,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Oil,2050,0.050715,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Oil,2060,0.029821,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Oil,2070,0.005894,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Oil,2080,0.016124,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Oil,2090,0.048798,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Oil,2100,0.101757,EJ/yr,World,Secondary Energy|Electricity|Oil,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Biomass,2020,2.466505,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Biomass,2030,2.949262,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Biomass,2040,1.928354,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Biomass,2050,1.869316,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Biomass,2060,1.733712,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Biomass,2070,2.433241,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Biomass,2080,2.779056,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Biomass,2090,2.620626,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Biomass,2100,2.563252,EJ/yr,World,Secondary Energy|Electricity|Biomass,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Nuclear,2020,9.635217,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Nuclear,2030,11.122960,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Nuclear,2040,8.987696,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Nuclear,2050,6.768573,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Nuclear,2060,8.098255,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Nuclear,2070,9.904172,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Nuclear,2080,11.837780,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Nuclear,2090,12.930710,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Nuclear,2100,12.916420,EJ/yr,World,Secondary Energy|Electricity|Nuclear,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Hydro,2020,15.647039,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Hydro,2030,21.219871,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Hydro,2040,25.029040,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Hydro,2050,24.664261,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Hydro,2060,27.040479,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Hydro,2070,30.282039,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Hydro,2080,30.672460,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Hydro,2090,28.355351,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Hydro,2100,27.593540,EJ/yr,World,Secondary Energy|Electricity|Hydro,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Solar,2020,3.023481,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Solar,2030,18.284041,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Solar,2040,43.621228,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Solar,2050,70.651445,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Solar,2060,93.378307,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Solar,2070,122.945573,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Solar,2080,153.858789,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Solar,2090,175.103587,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Solar,2100,193.099241,EJ/yr,World,Secondary Energy|Electricity|Solar|CSP; Secondary Energy|Electricity|Solar|PV|1; Secondary Energy|Electricity|Solar|PV|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Wind,2020,5.762558,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Wind,2030,13.721538,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Wind,2040,24.049519,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Wind,2050,50.617230,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Wind,2060,69.052619,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Wind,2070,74.982699,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Wind,2080,81.451839,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Wind,2090,97.717426,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Wind,2100,113.048316,EJ/yr,World,Secondary Energy|Electricity|Wind|1; Secondary Energy|Electricity|Wind|2,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Other,2020,0.376190,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Other,2030,0.752299,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Other,2040,4.285869,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Other,2050,12.761620,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Other,2060,19.723964,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Other,2070,29.392457,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Other,2080,39.453168,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Other,2090,49.584097,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Secondary electricity,Other,2100,57.029662,EJ/yr,World,Secondary Energy|Electricity|Geothermal; Secondary Energy|Electricity|Hydrogen; Secondary Energy|Electricity|Other; Secondary Energy|Electricity|Storage; Secondary Energy|Electricity|Wave,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Passenger transport,2020,58.632956,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Passenger transport,2030,65.383574,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Passenger transport,2040,63.534595,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Passenger transport,2050,74.338133,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Passenger transport,2060,83.331032,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Passenger transport,2070,92.192269,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Passenger transport,2080,97.972471,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Passenger transport,2090,99.726423,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Passenger transport,2100,101.832908,EJ/yr,World,Final Energy|Transportation|Passenger,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Freight transport,2020,34.590295,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Freight transport,2030,41.575765,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Freight transport,2040,39.464191,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Freight transport,2050,36.327501,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Freight transport,2060,37.177938,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Freight transport,2070,38.711122,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Freight transport,2080,38.900258,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Freight transport,2090,39.976339,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Freight transport,2100,41.012271,EJ/yr,World,Final Energy|Transportation|Freight,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Iron & steel,2020,20.749181,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Iron & steel,2030,21.400830,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Iron & steel,2040,20.047280,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Iron & steel,2050,20.350560,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Iron & steel,2060,23.463631,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Iron & steel,2070,25.938291,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Iron & steel,2080,27.376560,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Iron & steel,2090,28.506690,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Iron & steel,2100,28.864811,EJ/yr,World,Final Energy|Industry|Iron and Steel,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Space heating,2020,43.733359,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Space heating,2030,41.503969,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Space heating,2040,31.591760,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Space heating,2050,31.273990,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Space heating,2060,29.102975,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_M_CP.xlsx
IMAGE,3.4,SSP2-M,World,Final energy,Space heating,2070,25.831812,EJ/yr,World,Final Energy|Residential|Space Heating; Final Energy|Commercial|Space Heating,IMAGE 3.4_SSP2_M_CP.xlsx
