model,scenario,year,database_name,source_database,premise_version,case,technology,region,r10_mapping_status,activity_key,functional_unit,method_family,category,indicator,unit,calculation_timestamp,provenance_id,score
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', '01d1755969914f6fa23fbc18ed3a00f1')",1 kg low-alloyed steel,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329021828:user deprivation potential (deprivation-weighted water consumption),0.4784677532381127
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', '91f6107d90e14d0aac71d6e7f3701efd')",1 vehicle-km passenger-car transport,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp3-h-2040:338987850329032691:GWP 100a, incl. H and bio CO2",0.2632155151243848
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', '91f6107d90e14d0aac71d6e7f3701efd')",1 vehicle-km passenger-car transport,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329032691:abiotic depletion potential (ADP): elements (ultimate reserves),6.1877058164055306e-06
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', '91f6107d90e14d0aac71d6e7f3701efd')",1 vehicle-km passenger-car transport,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329032691:soil quality index,3.0664143370572017
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', '91f6107d90e14d0aac71d6e7f3701efd')",1 vehicle-km passenger-car transport,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329032691:user deprivation potential (deprivation-weighted water consumption),0.06249570091547775
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2040', '9e834dc6532a48cc8791a725ab9cd1fb')",1 kg unspecified cement,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp3-h-2040:338987850329000712:GWP 100a, incl. H and bio CO2",0.6893207310294979
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2040', '9e834dc6532a48cc8791a725ab9cd1fb')",1 kg unspecified cement,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329000712:abiotic depletion potential (ADP): elements (ultimate reserves),2.003054042247816e-06
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2040', '9e834dc6532a48cc8791a725ab9cd1fb')",1 kg unspecified cement,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329000712:soil quality index,0.6786519781142162
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2040', '9e834dc6532a48cc8791a725ab9cd1fb')",1 kg unspecified cement,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329000712:user deprivation potential (deprivation-weighted water consumption),0.06623345264409874
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', 'c599176a1f82405b80457fac62cfcbbf')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp3-h-2040:338987850329031748:GWP 100a, incl. H and bio CO2",-0.5332067015783087
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', 'c599176a1f82405b80457fac62cfcbbf')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329031748:abiotic depletion potential (ADP): elements (ultimate reserves),1.8393756240747515e-06
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', 'c599176a1f82405b80457fac62cfcbbf')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329031748:soil quality index,3.3391721740898146
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', 'c599176a1f82405b80457fac62cfcbbf')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329031748:user deprivation potential (deprivation-weighted water consumption),0.26012087477872503
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', '91fafe2dfcc941a0abb32d45e4b24efa')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp3-h-2040:338987850329031532:GWP 100a, incl. H and bio CO2",-0.6659522487957412
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', '91fafe2dfcc941a0abb32d45e4b24efa')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329031532:abiotic depletion potential (ADP): elements (ultimate reserves),1.1348030783212045e-06
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', '91fafe2dfcc941a0abb32d45e4b24efa')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329031532:soil quality index,2.328629427261893
image,SSP3-H,2040,esd-ei312-cutoff-image-ssp3-h-2040,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2040', '91fafe2dfcc941a0abb32d45e4b24efa')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2040:338987850329031532:user deprivation potential (deprivation-weighted water consumption),0.1701828703470336
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2060', '81250e3ac9ec4876ab2ccc46ca9308a2')",1 kWh low-voltage electricity,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp3-h-2060:338987850329054342:GWP 100a, incl. H and bio CO2",0.08060810832555171
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2060', '81250e3ac9ec4876ab2ccc46ca9308a2')",1 kWh low-voltage electricity,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329054342:abiotic depletion potential (ADP): elements (ultimate reserves),3.468660138284862e-06
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2060', '81250e3ac9ec4876ab2ccc46ca9308a2')",1 kWh low-voltage electricity,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329054342:soil quality index,1.0642027843368735
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2060', '81250e3ac9ec4876ab2ccc46ca9308a2')",1 kWh low-voltage electricity,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329054342:user deprivation potential (deprivation-weighted water consumption),0.10698959822653072
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'f126504afa7144a9a27e09d013c81b81')",1 kg low-alloyed steel,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp3-h-2060:338987850329072581:GWP 100a, incl. H and bio CO2",1.0359960934476982
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'f126504afa7144a9a27e09d013c81b81')",1 kg low-alloyed steel,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329072581:abiotic depletion potential (ADP): elements (ultimate reserves),6.43102885544761e-06
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'f126504afa7144a9a27e09d013c81b81')",1 kg low-alloyed steel,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329072581:soil quality index,3.9262039995799087
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'f126504afa7144a9a27e09d013c81b81')",1 kg low-alloyed steel,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329072581:user deprivation potential (deprivation-weighted water consumption),0.3670433809611073
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', '7fd76ca587384a0e987c2db53b5cc1e0')",1 vehicle-km passenger-car transport,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp3-h-2060:338987850329083447:GWP 100a, incl. H and bio CO2",0.24513548827791617
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', '7fd76ca587384a0e987c2db53b5cc1e0')",1 vehicle-km passenger-car transport,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329083447:abiotic depletion potential (ADP): elements (ultimate reserves),6.357281679026308e-06
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', '7fd76ca587384a0e987c2db53b5cc1e0')",1 vehicle-km passenger-car transport,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329083447:soil quality index,2.59761061219143
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', '7fd76ca587384a0e987c2db53b5cc1e0')",1 vehicle-km passenger-car transport,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329083447:user deprivation potential (deprivation-weighted water consumption),0.04539164951331229
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2060', '2dabfcb0ffea49479aca0b6008382999')",1 kg unspecified cement,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp3-h-2060:338987850329051465:GWP 100a, incl. H and bio CO2",0.6772077590454796
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2060', '2dabfcb0ffea49479aca0b6008382999')",1 kg unspecified cement,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329051465:abiotic depletion potential (ADP): elements (ultimate reserves),2.0466304607627345e-06
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2060', '2dabfcb0ffea49479aca0b6008382999')",1 kg unspecified cement,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329051465:soil quality index,0.6072245543834401
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp3-h-2060', '2dabfcb0ffea49479aca0b6008382999')",1 kg unspecified cement,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329051465:user deprivation potential (deprivation-weighted water consumption),0.058607419590377435
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'ccdd9e1d04a64204b9b90f7fe6c175e3')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp3-h-2060:338987850329082504:GWP 100a, incl. H and bio CO2",-0.6640233175288173
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'ccdd9e1d04a64204b9b90f7fe6c175e3')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329082504:abiotic depletion potential (ADP): elements (ultimate reserves),2.2510109807484016e-06
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'ccdd9e1d04a64204b9b90f7fe6c175e3')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329082504:soil quality index,2.1289524609441712
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'ccdd9e1d04a64204b9b90f7fe6c175e3')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329082504:user deprivation potential (deprivation-weighted water consumption),0.16781897882875843
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'd995f1e6197c448992136612a6b38be2')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp3-h-2060:338987850329082288:GWP 100a, incl. H and bio CO2",-0.7531177593107292
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'd995f1e6197c448992136612a6b38be2')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329082288:abiotic depletion potential (ADP): elements (ultimate reserves),1.4186696978659611e-06
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'd995f1e6197c448992136612a6b38be2')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329082288:soil quality index,1.5222992660962746
image,SSP3-H,2060,esd-ei312-cutoff-image-ssp3-h-2060,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2060', 'd995f1e6197c448992136612a6b38be2')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp3-h-2060:338987850329082288:user deprivation potential (deprivation-weighted water consumption),0.11042385252389632
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2040', 'f700bcde39e74da9aa1a2092344f8aac')",1 kWh low-voltage electricity,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329105098:GWP 100a, incl. H and bio CO2",0.043779979176160964
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2040', 'f700bcde39e74da9aa1a2092344f8aac')",1 kWh low-voltage electricity,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329105098:abiotic depletion potential (ADP): elements (ultimate reserves),3.8556935241957375e-06
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2040', 'f700bcde39e74da9aa1a2092344f8aac')",1 kWh low-voltage electricity,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329105098:soil quality index,1.3027351088866226
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2040', 'f700bcde39e74da9aa1a2092344f8aac')",1 kWh low-voltage electricity,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329105098:user deprivation potential (deprivation-weighted water consumption),0.1489740949430082
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '825069dd8d0b4d6e8f2758ef49d6c9de')",1 kg low-alloyed steel,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329123337:GWP 100a, incl. H and bio CO2",1.0683075467335332
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '825069dd8d0b4d6e8f2758ef49d6c9de')",1 kg low-alloyed steel,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329123337:abiotic depletion potential (ADP): elements (ultimate reserves),7.027442605868564e-06
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '825069dd8d0b4d6e8f2758ef49d6c9de')",1 kg low-alloyed steel,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329123337:soil quality index,4.309527852882406
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '825069dd8d0b4d6e8f2758ef49d6c9de')",1 kg low-alloyed steel,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329123337:user deprivation potential (deprivation-weighted water consumption),0.4166722894135539
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '9e4bc51fb1c7471c85a7ff3284a87809')",1 vehicle-km passenger-car transport,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:11:51.683086+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329134204:GWP 100a, incl. H and bio CO2",0.16056724881768286
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '9e4bc51fb1c7471c85a7ff3284a87809')",1 vehicle-km passenger-car transport,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329134204:abiotic depletion potential (ADP): elements (ultimate reserves),7.750722887877615e-06
image,SSP2-VLHO,2040,esd-ei312-cutoff-image-ssp2-vlho-2040,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2040', '9e4bc51fb1c7471c85a7ff3284a87809')",1 vehicle-km passenger-car transport,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:11:51.683086+00:00,esd-ei312-cutoff-image-ssp2-vlho-2040:338987850329134204:soil quality index,2.644858106671599
