model,scenario,year,database_name,source_database,premise_version,case,technology,region,r10_mapping_status,activity_key,functional_unit,method_family,category,indicator,unit,calculation_timestamp,provenance_id,score
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '5849e94e0a104c078921e51577595258')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329336267:user deprivation potential (deprivation-weighted water consumption),0.2569986081446973
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '2bcc30af53c644648db48edc84ec32ae')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp3-h-2020:338987850329336051:GWP 100a, incl. H and bio CO2",-0.6202417008287373
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '2bcc30af53c644648db48edc84ec32ae')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329336051:abiotic depletion potential (ADP): elements (ultimate reserves),5.337578936130252e-07
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '2bcc30af53c644648db48edc84ec32ae')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329336051:soil quality index,1.9184932681063442
image,SSP3-H,2020,esd-ei312-cutoff-image-ssp3-h-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp3-h-2020', '2bcc30af53c644648db48edc84ec32ae')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp3-h-2020:338987850329336051:user deprivation potential (deprivation-weighted water consumption),0.16722894299411864
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '2ab621fd282c4dfe83145985dabf0582')",1 kWh low-voltage electricity,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329358861:GWP 100a, incl. H and bio CO2",0.2508192478004856
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '2ab621fd282c4dfe83145985dabf0582')",1 kWh low-voltage electricity,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329358861:abiotic depletion potential (ADP): elements (ultimate reserves),2.511528337909263e-06
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '2ab621fd282c4dfe83145985dabf0582')",1 kWh low-voltage electricity,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329358861:soil quality index,1.6478394399609186
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,electricity,low-voltage electricity,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '2ab621fd282c4dfe83145985dabf0582')",1 kWh low-voltage electricity,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329358861:user deprivation potential (deprivation-weighted water consumption),0.18230747913754544
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'e421b87477ff4393972eedd5cb510938')",1 kg low-alloyed steel,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329377100:GWP 100a, incl. H and bio CO2",1.4053526108374135
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'e421b87477ff4393972eedd5cb510938')",1 kg low-alloyed steel,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329377100:abiotic depletion potential (ADP): elements (ultimate reserves),7.269809296491624e-06
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'e421b87477ff4393972eedd5cb510938')",1 kg low-alloyed steel,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329377100:soil quality index,4.675984651689615
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,steel,low-alloyed steel market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'e421b87477ff4393972eedd5cb510938')",1 kg low-alloyed steel,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329377100:user deprivation potential (deprivation-weighted water consumption),0.44631320285054304
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '06460e3615994cc9bee03ffe9db36754')",1 vehicle-km passenger-car transport,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329387951:GWP 100a, incl. H and bio CO2",0.30336927319653517
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '06460e3615994cc9bee03ffe9db36754')",1 vehicle-km passenger-car transport,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329387951:abiotic depletion potential (ADP): elements (ultimate reserves),5.8483895586811706e-06
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '06460e3615994cc9bee03ffe9db36754')",1 vehicle-km passenger-car transport,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329387951:soil quality index,2.4503103833117326
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,passenger_cars,passenger-car transport market,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '06460e3615994cc9bee03ffe9db36754')",1 vehicle-km passenger-car transport,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329387951:user deprivation potential (deprivation-weighted water consumption),0.05748914416867184
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '6ce9c5f3a0b2495f84ff803e0549e726')",1 kg unspecified cement,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329355984:GWP 100a, incl. H and bio CO2",0.757814690379399
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '6ce9c5f3a0b2495f84ff803e0549e726')",1 kg unspecified cement,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329355984:abiotic depletion potential (ADP): elements (ultimate reserves),2.0104657754755193e-06
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '6ce9c5f3a0b2495f84ff803e0549e726')",1 kg unspecified cement,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329355984:soil quality index,0.8488546462862212
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,cement,unspecified cement market,CH,exact country within R10 Europe,"('esd-ei312-cutoff-image-ssp2-vlho-2020', '6ce9c5f3a0b2495f84ff803e0549e726')",1 kg unspecified cement,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329355984:user deprivation potential (deprivation-weighted water consumption),0.057631670383711545
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'da437fa7cf054f04b54b1b957fb4d1e2')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329387008:GWP 100a, incl. H and bio CO2",-0.4619107614762997
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'da437fa7cf054f04b54b1b957fb4d1e2')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329387008:abiotic depletion potential (ADP): elements (ultimate reserves),9.351029597821451e-07
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'da437fa7cf054f04b54b1b957fb4d1e2')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329387008:soil quality index,2.8253846683738506
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,dac,sorbent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'da437fa7cf054f04b54b1b957fb4d1e2')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329387008:user deprivation potential (deprivation-weighted water consumption),0.2569986046045277
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'd5530ff18e9b410d914dd52be5fe11f5')",1 kg CO2 captured and durably stored,IPCC 2021,climate change,"GWP 100a, incl. H and bio CO2",kg CO2-Eq,2026-08-03T11:48:27.202015+00:00,"esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329386792:GWP 100a, incl. H and bio CO2",-0.6202454258810632
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'd5530ff18e9b410d914dd52be5fe11f5')",1 kg CO2 captured and durably stored,EF v3.1,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329386792:abiotic depletion potential (ADP): elements (ultimate reserves),5.337708703476664e-07
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'd5530ff18e9b410d914dd52be5fe11f5')",1 kg CO2 captured and durably stored,EF v3.1,land use,soil quality index,dimensionless,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329386792:soil quality index,1.9185570866539794
image,SSP2-VLHO,2020,esd-ei312-cutoff-image-ssp2-vlho-2020,ecoinvent-3.12-cutoff,2.4.6,dac,solvent-based DAC,WEU,approximate,"('esd-ei312-cutoff-image-ssp2-vlho-2020', 'd5530ff18e9b410d914dd52be5fe11f5')",1 kg CO2 captured and durably stored,EF v3.1,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2026-08-03T11:48:27.202015+00:00,esd-ei312-cutoff-image-ssp2-vlho-2020:338987850329386792:user deprivation potential (deprivation-weighted water consumption),0.16722888773803443
