case,pathway,commissioning_year,year,metric,statistic,value,unit,reference_pulse_year,window_start,window_end,forest_case,counterfactual,chp_treatment,provenance_id
BECCS,SSP2-PkBudg1000,2050,2214,temperature change,p25,-4.518661886067713e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2215,temperature change,p25,-4.5179563114211867e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2216,temperature change,p25,-4.515765002880694e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2217,temperature change,p25,-4.514362451818578e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2218,temperature change,p25,-4.5130204272310815e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2219,temperature change,p25,-4.511414205982995e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2220,temperature change,p25,-4.5103926585128786e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2221,temperature change,p25,-4.511399147422325e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2222,temperature change,p25,-4.517346021345998e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2223,temperature change,p25,-4.513728983064447e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2224,temperature change,p25,-4.5159578365090334e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2225,temperature change,p25,-4.514511483364191e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2226,temperature change,p25,-4.5136232681207225e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2227,temperature change,p25,-4.514863084157939e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2228,temperature change,p25,-4.5144547404277424e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2229,temperature change,p25,-4.5174424591731103e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2230,temperature change,p25,-4.518779332899747e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2231,temperature change,p25,-4.520145920213462e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2232,temperature change,p25,-4.518432764023469e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2233,temperature change,p25,-4.521970052808628e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2234,temperature change,p25,-4.5229781756010483e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2235,temperature change,p25,-4.5254412602952115e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2236,temperature change,p25,-4.527380964229586e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2237,temperature change,p25,-4.530923724332723e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2238,temperature change,p25,-4.531314354776226e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2239,temperature change,p25,-4.532001294178592e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
