case,pathway,commissioning_year,year,metric,statistic,value,unit,reference_pulse_year,window_start,window_end,forest_case,counterfactual,chp_treatment,provenance_id
BECCS,SSP2-PkBudg1000,2050,2121,temperature change,p25,-3.960061019125757e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2122,temperature change,p25,-4.0210775751312555e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2123,temperature change,p25,-4.0804944157919246e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2124,temperature change,p25,-4.138800852344296e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2125,temperature change,p25,-4.182385836484184e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2126,temperature change,p25,-4.2340359153963214e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2127,temperature change,p25,-4.27238490639738e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2128,temperature change,p25,-4.309533793015458e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2129,temperature change,p25,-4.3473444676744006e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2130,temperature change,p25,-4.3770367296952736e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2131,temperature change,p25,-4.4027256384412964e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2132,temperature change,p25,-4.4247500388365623e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2133,temperature change,p25,-4.448332521427235e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2134,temperature change,p25,-4.473876532797364e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2135,temperature change,p25,-4.4936098383210363e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2136,temperature change,p25,-4.5083929896445583e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2137,temperature change,p25,-4.52563196584658e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2138,temperature change,p25,-4.535200995502475e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2139,temperature change,p25,-4.5439809213368007e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2140,temperature change,p25,-4.553879280718469e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2141,temperature change,p25,-4.565227253564784e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2142,temperature change,p25,-4.573143488013764e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2143,temperature change,p25,-4.57912347580065e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2144,temperature change,p25,-4.585311878410137e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2145,temperature change,p25,-4.589877900818822e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2146,temperature change,p25,-4.592071108126217e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2147,temperature change,p25,-4.59766356329971e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2148,temperature change,p25,-4.597993361430871e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2149,temperature change,p25,-4.597506045800108e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2150,temperature change,p25,-4.595190739769485e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2151,temperature change,p25,-4.592414695386821e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2152,temperature change,p25,-4.589796068234209e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2153,temperature change,p25,-4.589159676264009e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2154,temperature change,p25,-4.58745826264423e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2155,temperature change,p25,-4.585293002199377e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2156,temperature change,p25,-4.585111160484097e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2157,temperature change,p25,-4.585217436539659e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2158,temperature change,p25,-4.580581726793164e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2159,temperature change,p25,-4.575673691632617e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2160,temperature change,p25,-4.570105379023956e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2161,temperature change,p25,-4.566811574336791e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2162,temperature change,p25,-4.568457530552174e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2163,temperature change,p25,-4.564811120036651e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2164,temperature change,p25,-4.561051120103936e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2165,temperature change,p25,-4.558093077247101e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2166,temperature change,p25,-4.554305217895312e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2167,temperature change,p25,-4.551835544396181e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2168,temperature change,p25,-4.550000499768325e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2169,temperature change,p25,-4.549994654505739e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2170,temperature change,p25,-4.546625812952086e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2171,temperature change,p25,-4.5447775645358323e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2172,temperature change,p25,-4.54708290748838e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2173,temperature change,p25,-4.543949071251981e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2174,temperature change,p25,-4.545615754298488e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2175,temperature change,p25,-4.540654624325089e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2176,temperature change,p25,-4.5404847898885176e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2177,temperature change,p25,-4.541657979148327e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2178,temperature change,p25,-4.538863763092741e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2179,temperature change,p25,-4.5352816023970897e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2180,temperature change,p25,-4.5344365507001996e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2181,temperature change,p25,-4.5320533167660974e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2182,temperature change,p25,-4.5301118053288255e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2183,temperature change,p25,-4.5241152782120834e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2184,temperature change,p25,-4.517592943379688e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2185,temperature change,p25,-4.517786266465341e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2186,temperature change,p25,-4.515979331696525e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2187,temperature change,p25,-4.517356308448323e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2188,temperature change,p25,-4.5191401430930737e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2189,temperature change,p25,-4.5209776804250823e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2190,temperature change,p25,-4.519642236787066e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2191,temperature change,p25,-4.5206730025453527e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2192,temperature change,p25,-4.518393607945193e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2193,temperature change,p25,-4.515357123150573e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2194,temperature change,p25,-4.517845031283482e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2195,temperature change,p25,-4.515036893198415e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2196,temperature change,p25,-4.5158100706910667e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2197,temperature change,p25,-4.51604780410421e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2198,temperature change,p25,-4.5159694851642594e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2199,temperature change,p25,-4.5138996502217046e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2200,temperature change,p25,-4.518273455511644e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2201,temperature change,p25,-4.5191917355585133e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2202,temperature change,p25,-4.5157217728256184e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2203,temperature change,p25,-4.5203862706150986e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2204,temperature change,p25,-4.5216860676481026e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2205,temperature change,p25,-4.522281130474307e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2206,temperature change,p25,-4.5243752418758517e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2207,temperature change,p25,-4.520992815552392e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2208,temperature change,p25,-4.519247553457675e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2209,temperature change,p25,-4.5209882260762645e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2210,temperature change,p25,-4.518518075322141e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2211,temperature change,p25,-4.518995605822094e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2212,temperature change,p25,-4.521763057119849e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
BECCS,SSP2-PkBudg1000,2050,2213,temperature change,p25,-4.519434248733817e-13,degC,2050,2050,2300,existing mature forest remains standing at constant carbon stock,no new CHP; shared forest history cancels; Northern European electricity and heat markets provide the project's exported energy services,new CHP+CCS vs standing forest and Northern European energy,02594c6f953837c8eb63
