case,system,model,pathway,region,commissioning_year,operation_start_year,operation_end_year,operation_year,period,plant_lifetime_years,annual_gross_captured_tonnes,annual_net_stored_tonnes,denominator_net_stored_tonnes,score_total_kg_co2eq,score_per_net_tonne_kg_co2eq,method,indicator,unit,capacity_basis,package_sha256,foreground_sha256,calculation_timestamp,provenance_id
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2038,annual,20,100000.0,97200.0,97200.0,-87971402.10242446,-905.0555771854368,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,02b2c18cb0d47823fef8
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2039,annual,20,100000.0,97200.0,97200.0,-88187289.93351625,-907.2766454065458,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,e54d8d1c68df96216bb7
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2040,annual,20,100000.0,97200.0,97200.0,-88404744.83961585,-909.513835798517,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,d74ccf9249c81cd1395a
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2041,annual,20,100000.0,97200.0,97200.0,-88626483.82889698,-911.7951011203394,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,d2748ffa7c2c607f0cc8
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2042,annual,20,100000.0,97200.0,97200.0,-88849495.83280419,-914.0894633004546,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,b4fa4f9685eea0e6c0c2
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2043,annual,20,100000.0,97200.0,97200.0,-89073808.77835865,-916.3972096538956,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,133c62b18f36397fae7b
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2044,annual,20,100000.0,97200.0,97200.0,-89299454.03772719,-918.7186629395802,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,5526ec6ff2473a4ac112
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2045,annual,20,100000.0,97200.0,97200.0,-89526458.5549446,-921.0541003595124,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,664a42d97f2727f35989
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2046,annual,20,100000.0,97200.0,97200.0,-89738967.80088209,-923.2404094740955,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,4e7893348b7b87f6a071
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2047,annual,20,100000.0,97200.0,97200.0,-89951521.83159573,-925.4271793374047,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,978d739d989d9a0744d7
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2048,annual,20,100000.0,97200.0,97200.0,-90164104.76833932,-927.6142465878531,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,dc16c8417fad77679bc1
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,2049,annual,20,100000.0,97200.0,97200.0,-90376700.62283394,-929.8014467369746,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,3192bbb7685e5ec4b36e
DACCS,not applicable,remind-eu,SSP2-PkBudg1000,ENC,2030,2030,2049,,lifetime,20,100000.0,97200.0,1944000.0,-1764343914.09346,-907.5843179493107,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,"global warming potential (GWP100), including biogenic CO2",kg CO2-Eq,100 ktCO2 captured per year stated by the DACCS inventory; annual throughput already embeds plant utilization.,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,2026-08-22T08:37:53+00:00,f67ad858d493679b1cac
