case,system,pathway,commissioning_year,impact_year,root_activity_index,root_branch_depth,contributor,reference_product,location,score_total_kg_co2eq,score_per_net_tonne_kg_co2eq,denominator_net_stored_tonnes,method,unit,package_sha256,foreground_sha256,cohort_foreground_sha256,calculation_timestamp
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,45427,3,"direct air capture system, sorbent-based, 100ktCO2",direct air capture system,ENC,-1421.436279296875,-0.0007311915016959234,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,3023,3,market for bitumen seal,bitumen seal,GLO,-73.8039321899414,-3.7964985694414306e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,20480,3,"market for diesel, burned in diesel-electric generating set, 10MW","diesel, burned in diesel-electric generating set, 10MW",GLO,-132.4413604736328,-6.812827184857655e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,19826,3,"market for drawing of pipe, steel","drawing of pipe, steel",GLO,-276.35662841796875,-0.00014215875947426376,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,25771,3,"market for polyethylene, low density, granulate","polyethylene, low density, granulate",RER,-32.59185028076172,-1.6765355082696356e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,14987,3,market for reinforcing steel,reinforcing steel,GLO,-2393.833251953125,-0.0012313957057372043,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,16371,3,market for sand,sand,CH,-56.11391067504883,-2.8865180388399604e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,23019,3,"market for transport, freight, lorry, unspecified","transport, freight, lorry, diesel, unspecified",RER,-63.897518157958984,-3.28690937026538e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,33955,3,"market group for electricity, medium voltage","electricity, medium voltage",ENC,-227890.015625,-0.11722737429269547,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,45449,3,"treatment of direct air capture system, sorbent-based, 100ktCO2",direct air capture system,ENC,-712.9531860351562,-0.0003667454660674672,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,11116,3,"treatment of waste bitumen, sanitary landfill",waste bitumen,Europe without Switzerland,1.1736747026443481,6.037421309898911e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,5198,3,"treatment of waste polyethylene, municipal incineration",waste polyethylene,GLO,5.1182169914245605,2.632827670485885e-06,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2002,15413,3,"treatment of waste reinforcement steel, recycling",waste reinforcement steel,CH,2467.846435546875,0.0012694683310426312,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,45471,3,"amine-based silica production, for sorbent-based direct air capture system",amine-based silica,ENC,-21104.681640625,-0.010856317716370885,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,45603,3,"carbon dioxide compression, transport and storage","carbon dioxide, stored",ENC,-22538.22265625,-0.01159373593428498,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,45427,3,"direct air capture system, sorbent-based, 100ktCO2",direct air capture system,ENC,-2450.891357421875,-0.0012607465830359438,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,3023,3,market for bitumen seal,bitumen seal,GLO,-127.26426696777344,-6.546515790523325e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,20480,3,"market for diesel, burned in diesel-electric generating set, 10MW","diesel, burned in diesel-electric generating set, 10MW",GLO,-225.9328155517578,-0.00011622058413156265,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,19826,3,"market for drawing of pipe, steel","drawing of pipe, steel",GLO,-470.1336669921875,-0.00024183830606594006,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,25771,3,"market for polyethylene, low density, granulate","polyethylene, low density, granulate",RER,-53.21778106689453,-2.737540178338196e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,14987,3,market for reinforcing steel,reinforcing steel,GLO,-4216.83740234375,-0.002169155042357896,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,16371,3,market for sand,sand,CH,-75.00061798095703,-3.858056480501905e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,23019,3,"market for transport, freight, lorry, unspecified","transport, freight, lorry, diesel, unspecified",RER,-105.0698013305664,-5.404825171325433e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,33955,3,"market group for electricity, medium voltage","electricity, medium voltage",ENC,-217850.03125,-0.11206277327674898,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,45449,3,"treatment of direct air capture system, sorbent-based, 100ktCO2",direct air capture system,ENC,-72.89905548095703,-3.749951413629477e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,11116,3,"treatment of waste bitumen, sanitary landfill",waste bitumen,Europe without Switzerland,0.12065080553293228,6.206317157043842e-08,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,5198,3,"treatment of waste polyethylene, municipal incineration",waste polyethylene,GLO,0.5362439155578613,2.758456355750315e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2003,15413,3,"treatment of waste reinforcement steel, recycling",waste reinforcement steel,CH,246.62164306640625,0.00012686298511646412,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,45471,3,"amine-based silica production, for sorbent-based direct air capture system",amine-based silica,ENC,-20274.77734375,-0.01042941221386317,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,45603,3,"carbon dioxide compression, transport and storage","carbon dioxide, stored",ENC,-22672.623046875,-0.0116628719376929,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,45427,3,"direct air capture system, sorbent-based, 100ktCO2",direct air capture system,ENC,-1293.09716796875,-0.000665173440313143,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,3023,3,market for bitumen seal,bitumen seal,GLO,-65.37671661376953,-3.36299982581119e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,20480,3,"market for diesel, burned in diesel-electric generating set, 10MW","diesel, burned in diesel-electric generating set, 10MW",GLO,-121.3276596069336,-6.241134753443086e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,19826,3,"market for drawing of pipe, steel","drawing of pipe, steel",GLO,-246.92727661132812,-0.0001270202040181729,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,25771,3,"market for polyethylene, low density, granulate","polyethylene, low density, granulate",RER,-28.307958602905273,-1.4561707100259914e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,14987,3,market for reinforcing steel,reinforcing steel,GLO,-2144.30419921875,-0.0011030371395158178,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,16371,3,market for sand,sand,CH,-52.905643463134766,-2.7214837172394427e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,23019,3,"market for transport, freight, lorry, unspecified","transport, freight, lorry, diesel, unspecified",RER,-57.2536735534668,-2.945147816536358e-05,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,33955,3,"market group for electricity, medium voltage","electricity, medium voltage",ENC,-221580.46875,-0.1139817226080247,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,45449,3,"treatment of direct air capture system, sorbent-based, 100ktCO2",direct air capture system,ENC,-743.5650024414062,-0.0003824922852064847,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,11116,3,"treatment of waste bitumen, sanitary landfill",waste bitumen,Europe without Switzerland,1.218276023864746,6.266851974612891e-07,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,5198,3,"treatment of waste polyethylene, municipal incineration",waste polyethylene,GLO,5.311089515686035,2.732041931937261e-06,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2004,15413,3,"treatment of waste reinforcement steel, recycling",waste reinforcement steel,CH,2559.61572265625,0.0013166747544528035,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2005,45471,3,"amine-based silica production, for sorbent-based direct air capture system",amine-based silica,ENC,-20672.9140625,-0.010634215052726338,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
DACCS,not applicable,SSP2-PkBudg1000,2030,2005,45603,3,"carbon dioxide compression, transport and storage","carbon dioxide, stored",ENC,-21867.52734375,-0.011248728057484569,1944000.0,IPCC 2021 (incl. biogenic CO2) no LT - climate change: total (incl. biogenic CO2) no LT - global warming potential (GWP100) no LT,kg CO2-Eq,a69a4f1d809711761f9cef9754968f80752adab2bcb46e60c91c0ca837310152,b26a2d4d1a33dd6236b4ca552212fc6cbe8a750fa73a449c196702fba2290c60,9cf8a14af9338cdf5cc7ab6fbf96c385005685c274db0f98fab48559986efd35,2026-08-22T09:17:54.702641+00:00
