case,system,pathway,commissioning_year,operation_year,period,view,contributor,score_total_kg_co2eq,score_per_net_tonne_kg_co2eq,denominator_net_stored_tonnes,rank,unit,provenance_id
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,supply of forest residue | ENC,-11475543.667362887,-118.06114884118197,97200.0,2,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | FI",5589574.235284258,57.505907770414176,97200.0,3,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | SE",4423419.827054856,45.50843443472075,97200.0,4,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | DK",4110450.849245354,42.2885889840057,97200.0,5,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,"carbon dioxide transport extension, pipeline 50 to 2000 km, LCSS 2026 | ENC",2800000.039696692,28.8065847705421,97200.0,6,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,treatment of sewage sludge by anaerobic digestion | RoW,-537504.3995159335,-5.529880653456106,97200.0,7,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,"treatment of spent anion exchange resin from potable water production, municipal incineration | GLO",392658.8870471736,4.0397004840244195,97200.0,8,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,natural gas venting from petroleum/natural gas production | GLO,346044.09835324046,3.5601244686547373,97200.0,9,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,plywood production | ENC,-301701.279577001,-3.1039226293930144,97200.0,10,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,"treatment of spent solvent mixture, hazardous waste incineration | RoW",282299.2330513537,2.9043130972361495,97200.0,11,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,"electricity production, hydro, reservoir, non-alpine region | SE",253810.66077504403,2.611220789866708,97200.0,12,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,"electricity production, natural gas, subcritical, steam cycle | ENC",233790.06499998804,2.4052475823044035,97200.0,13,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,three and five layered board production | ENC,-230644.14650435516,-2.3728821656826664,97200.0,14,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,activity,Other activities,5653389.96542004,58.16244820390988,97200.0,15,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,location,ENC,-108859418.47465116,-1119.952864965547,97200.0,1,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,location,FI,5663646.140879632,58.26796441234189,97200.0,2,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,location,SE,4677633.64005875,48.12380288126286,97200.0,3,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,location,DK,4111116.300835934,42.29543519378533,97200.0,4,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,location,GLO,1228083.8414329148,12.63460742214933,97200.0,5,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,location,RoW,719554.4079227811,7.402823126777583,97200.0,6,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,location,CHA,689782.5745300577,7.096528544547919,97200.0,7,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,location,MEA,440141.92519334215,4.528209106927388,97200.0,8,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,location,Other locations,2869505.6806956753,29.52166338164275,97200.0,9,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,process,Gross atmospheric CO2 capture,-99999999.99999999,-1028.8065843621398,97200.0,1,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,process,Direct-capture electricity,1273528.406309366,13.102144097832984,97200.0,2,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,process,Heat-pump electricity,2004628.046968447,20.623745339181554,97200.0,3,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,process,Compression and recompression,398593.974037174,4.100761049765165,97200.0,4,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,process,Pipeline and geological storage,1948895.5534132933,20.05036577585693,97200.0,5,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,process,Transport losses,2800000.0,28.80658436213992,97200.0,6,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2046,annual,process,Other supply-chain GHG emissions,3114400.056168968,32.041152841244525,97200.0,7,kg CO2-Eq,a7ea24368e4c65d45027
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,"carbon dioxide, captured and stored, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity | ENC",-99999998.33106995,-1028.8065671920776,97200.0,1,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,supply of forest residue | ENC,-10636392.77808343,-109.42790923954146,97200.0,2,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | FI",5191002.769215372,53.40537828410877,97200.0,3,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | SE",4108002.1857794514,42.263396973039626,97200.0,4,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | DK",3817350.0177604444,39.27314833086877,97200.0,5,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,"carbon dioxide transport extension, pipeline 50 to 2000 km, LCSS 2026 | ENC",2800000.039696692,28.8065847705421,97200.0,6,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,treatment of sewage sludge by anaerobic digestion | RoW,-523329.82523426326,-5.38405169994098,97200.0,7,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,"treatment of spent anion exchange resin from potable water production, municipal incineration | GLO",392658.17279115476,4.0396931357114685,97200.0,8,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,natural gas venting from petroleum/natural gas production | GLO,344428.89522692276,3.5435071525403576,97200.0,9,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,plywood production | ENC,-286001.57435096346,-2.942403028302093,97200.0,10,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,"treatment of spent solvent mixture, hazardous waste incineration | RoW",282300.0727458907,2.9043217360688343,97200.0,11,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,"electricity production, hydro, reservoir, non-alpine region | SE",250714.3918688842,2.5793661714905785,97200.0,12,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,"electricity production, natural gas, subcritical, steam cycle | ENC",227067.0210892676,2.3360804638813537,97200.0,13,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,three and five layered board production | ENC,-218642.0591505784,-2.249403900726115,97200.0,14,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,activity,Other activities,5640594.306584463,58.03080562329695,97200.0,15,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,location,ENC,-107992952.8270085,-1111.0386093313632,97200.0,1,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,location,FI,5263922.775168111,54.1555841066678,97200.0,2,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,location,SE,4359108.965229721,44.84680005380371,97200.0,3,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,location,DK,3817955.671510413,39.27937933652688,97200.0,4,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,location,GLO,1222298.2994352204,12.575085385136013,97200.0,5,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,location,RoW,739452.2093220411,7.607533017716473,97200.0,6,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,location,CHA,676449.8538491676,6.9593606363083085,97200.0,7,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,location,MEA,454026.8146977971,4.671057764380628,97200.0,8,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,location,Other locations,2849491.5426654266,29.315756611784224,97200.0,9,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,process,Gross atmospheric CO2 capture,-99999999.99999999,-1028.8065843621398,97200.0,1,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,process,Direct-capture electricity,1226391.1909966478,12.61719332301078,97200.0,2,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,process,Heat-pump electricity,1930430.5784206502,19.860396897331793,97200.0,3,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,process,Compression and recompression,383840.78134554735,3.9489792319500756,97200.0,4,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,process,Pipeline and geological storage,1950938.427422438,20.07138299817323,97200.0,5,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,process,Transport losses,2800000.0,28.80658436213992,97200.0,6,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2047,annual,process,Other supply-chain GHG emissions,3098152.3266834277,31.873995130487938,97200.0,7,kg CO2-Eq,eaa709823c4a95a6fa63
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,"carbon dioxide, captured and stored, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity | ENC",-99999998.33106995,-1028.8065671920776,97200.0,1,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,supply of forest residue | ENC,-9798809.101806458,-100.8107932284615,97200.0,2,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | FI",4791662.847287404,49.296942873327204,97200.0,3,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | SE",3791976.726491045,39.012106239619804,97200.0,4,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | DK",3523683.999373379,36.25189299766851,97200.0,5,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,"carbon dioxide transport extension, pipeline 50 to 2000 km, LCSS 2026 | ENC",2800000.039696692,28.8065847705421,97200.0,6,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,treatment of sewage sludge by anaerobic digestion | RoW,-509121.86537364323,-5.237879273391392,97200.0,7,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,"treatment of spent anion exchange resin from potable water production, municipal incineration | GLO",392657.45648069796,4.039685766262325,97200.0,8,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,natural gas venting from petroleum/natural gas production | GLO,342799.97365130874,3.526748700116345,97200.0,9,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,"treatment of spent solvent mixture, hazardous waste incineration | RoW",282300.37441787316,2.904324839690053,97200.0,10,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,plywood production | ENC,-269362.6243528246,-2.7712204151525164,97200.0,11,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,"electricity production, hydro, reservoir, non-alpine region | SE",247608.9507578231,2.547417188866493,97200.0,12,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,"electricity production, natural gas, subcritical, steam cycle | ENC",220328.89866047516,2.266758216671555,97200.0,13,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,three and five layered board production | ENC,-205921.93934720874,-2.1185384706502957,97200.0,14,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,activity,Other activities,5629781.332530057,57.91956103425984,97200.0,15,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,location,ENC,-107124404.11202852,-1102.1029229632563,97200.0,1,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,location,FI,4863424.334356138,50.03522977732652,97200.0,2,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,location,SE,4039967.1808267757,41.563448362415386,97200.0,3,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,location,DK,3524229.672021291,36.25750691379929,97200.0,4,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,location,GLO,1216621.7252977996,12.51668441664403,97200.0,5,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,location,RoW,759431.2203641451,7.813078398808077,97200.0,6,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,location,CHA,663176.0397849183,6.822798763219324,97200.0,7,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,location,MEA,468008.2643873441,4.814899839375968,97200.0,8,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,location,Other locations,2829132.412386853,29.106300538959392,97200.0,9,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,process,Gross atmospheric CO2 capture,-99999999.99999999,-1028.8065843621398,97200.0,1,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,process,Direct-capture electricity,1179202.1176118923,12.131709028928933,97200.0,2,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,process,Heat-pump electricity,1856151.481426127,19.0962086566474,97200.0,3,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,process,Compression and recompression,369071.3579087588,3.7970304311600698,97200.0,4,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,process,Pipeline and geological storage,1953365.0602342677,20.096348356319627,97200.0,5,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,process,Transport losses,2800000.0,28.80658436213992,97200.0,6,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2048,annual,process,Other supply-chain GHG emissions,3081796.7202145727,31.705727574224,97200.0,7,kg CO2-Eq,f5aab7662dcbd8e0ac12
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,"carbon dioxide, captured and stored, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity | ENC",-99999998.33106995,-1028.8065671920776,97200.0,1,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,supply of forest residue | ENC,-8962852.45139628,-92.2104161666284,97200.0,2,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | FI",4391571.775358442,45.180779581876976,97200.0,3,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | SE",3475356.552917673,35.754697046478114,97200.0,4,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | DK",3229465.718314488,33.22495594973753,97200.0,5,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,"carbon dioxide transport extension, pipeline 50 to 2000 km, LCSS 2026 | ENC",2800000.039696692,28.8065847705421,97200.0,6,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,treatment of sewage sludge by anaerobic digestion | RoW,-494881.43183478614,-5.091372755501915,97200.0,7,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,"treatment of spent anion exchange resin from potable water production, municipal incineration | GLO",392656.7381692297,4.039678376226643,97200.0,8,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,natural gas venting from petroleum/natural gas production | GLO,341154.93426592613,3.5098244266041783,97200.0,9,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,"treatment of spent solvent mixture, hazardous waste incineration | RoW",282300.15615366155,2.9043225941734727,97200.0,10,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,plywood production | ENC,-251783.57145630027,-2.590365961484571,97200.0,11,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,"electricity production, hydro, reservoir, non-alpine region | SE",244494.42070359574,2.515374698596664,97200.0,12,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,"electricity production, natural gas, subcritical, steam cycle | ENC",213575.94184123934,2.197283352276125,97200.0,13,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,"syngas production, from natural gas | MEA",203620.12687861818,2.0948572724137673,97200.0,14,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,activity,Other activities,5224823.779479852,53.75333106460753,97200.0,15,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,location,ENC,-106253825.67825572,-1093.146354714565,97200.0,1,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,location,FI,4462168.156282058,45.90707979714051,97200.0,2,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,location,SE,3720221.474179575,38.27388347921374,97200.0,3,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,location,DK,3229951.2289277604,33.22995091489465,97200.0,4,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,location,GLO,1211050.3818912972,12.459366068840506,97200.0,5,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,location,RoW,779489.3476204752,8.019437732720938,97200.0,6,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,location,CHA,649961.7666569073,6.686849451202749,97200.0,7,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,location,MEA,482070.2769463385,4.9595707504767335,97200.0,8,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,location,Other locations,2808417.4437734755,28.893183577916414,97200.0,9,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,process,Gross atmospheric CO2 capture,-99999999.99999999,-1028.8065843621398,97200.0,1,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,process,Direct-capture electricity,1131948.5249512568,11.64556095628865,97200.0,2,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,process,Heat-pump electricity,1781770.826312164,18.330975579343253,97200.0,3,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,process,Compression and recompression,354281.7409729893,3.6448738783229353,97200.0,4,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,process,Pipeline and geological storage,1956175.930411854,20.125266773784507,97200.0,5,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,process,Transport losses,2800000.0,28.80658436213992,97200.0,6,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,2049,annual,process,Other supply-chain GHG emissions,3065327.3753726226,31.53628987008871,97200.0,7,kg CO2-Eq,92d63b09fda6cae40663
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"carbon dioxide, captured and stored, with a sorbent-based direct air capture system, 100ktCO2, with heat pump heat, and grid electricity | ENC",-1999999966.621399,-1028.8065671920776,1944000.0,1,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,supply of forest residue | ENC,-330861542.04421294,-170.19626648364863,1944000.0,2,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | FI",159952265.58263153,82.27997200752651,1944000.0,3,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | SE",126581393.88795245,65.1138857448315,1944000.0,4,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | DK",117625430.53474918,60.506908711290734,1944000.0,5,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"carbon dioxide transport extension, pipeline 50 to 2000 km, LCSS 2026 | ENC",56000000.79393386,28.80658477054211,1944000.0,6,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,treatment of sewage sludge by anaerobic digestion | RoW,-13678411.035057833,-7.036219668239626,1944000.0,7,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,plywood production | ENC,-8375098.198156707,-4.308178085471557,1944000.0,8,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"treatment of spent anion exchange resin from potable water production, municipal incineration | GLO",7853343.661858571,4.039785834289388,1944000.0,9,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,natural gas venting from petroleum/natural gas production | GLO,7111416.531252238,3.658136075747036,1944000.0,10,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,three and five layered board production | ENC,-6402582.642381572,-3.2935095897024547,1944000.0,11,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"electricity production, natural gas, subcritical, steam cycle | ENC",6071658.027676299,3.1232808784343105,1944000.0,12,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"treatment of spent solvent mixture, hazardous waste incineration | RoW",5644527.492630029,2.9035635250154472,1944000.0,13,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"electricity production, hydro, reservoir, non-alpine region | SE",5497146.109349902,2.8277500562499496,1944000.0,14,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"biomethane production, from biogas upgrading, using amine scrubbing | ENC",5259462.229553339,2.705484685984228,1944000.0,15,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"hardwood forestry, beech, sustainable forest management | ENC",-4238661.787818975,-2.1803815780961804,1944000.0,16,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,pig iron production | CHA,3945274.86456869,2.029462378893359,1944000.0,17,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"electricity production, at biomass-fired IGCC power plant | ENC",3566764.3863008604,1.8347553427473562,1944000.0,18,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"market group for electricity, medium voltage | ENC",3311532.4397471957,1.7034631891703682,1944000.0,19,kg CO2-Eq,7fc61f390e8b5909af6e
DACCS,not applicable,SSP2-NPi,2030,,lifetime,activity,"diesel, burned in building machine | GLO",3229618.5835329574,1.6613264318585172,1944000.0,20,kg CO2-Eq,7fc61f390e8b5909af6e
